id,from,doi,pmid,pmcid
2818,citedby,10.2174/1574893615999200801014239,NA,NA
2819,citedby,10.1016/j.eswa.2022.116616,NA,NA
2820,citedby,10.1109/NLPKE.2011.6138192,NA,NA
2821,citedby,10.1039/c3mb25495j,23462907,NA
2822,citedby,NA,NA,NA
2823,citedby,10.19101/IJACR.2018.834003,NA,NA
2824,citedby,10.1109/TNB.2016.2633276,27913356,NA
2825,citedby,10.1016/j.artmed.2021.102131,34412847,NA
2826,citedby,10.1016/j.cell.2021.12.031,35065713,PMC8956134
2827,citedby,10.1007/978-3-319-61566-0_83,NA,NA
2828,citedby,10.1109/BIBM.2018.8621087,NA,NA
2829,citedby,10.1145/3286606.3286826,NA,NA
2830,citedby,10.1038/s41593-018-0253-7,30349106,NA
2831,citedby,10.1007/978-1-0716-2305-3_3,35713858,NA
2832,citedby,10.1007/978-3-319-92037-5_3,NA,NA
2833,citedby,10.1142/S1793351X16400080,NA,NA
2834,citedby,10.1016/j.fct.2021.112802,34979167,NA
2835,citedby,10.23919/iLRN52045.2021.9459388,NA,NA
2836,citedby,10.1109/JBHI.2021.3106787,34428165,NA
2837,citedby,10.3389/fphar.2022.995459,36313344,PMC9597699
2838,citedby,10.1093/bib/bbab459,34727570,NA
2839,citedby,10.1007/978-3-030-00671-6_27,NA,NA
2840,citedby,10.1016/j.jbi.2017.01.008,28104458,NA
2841,citedby,10.1007/s13721-020-00249-4,NA,NA
2842,citedby,10.1109/BIBM.2018.8621492,NA,NA
2843,citedby,10.1016/j.ymeth.2017.05.024,28576328,NA
2844,citedby,10.1504/IJDMB.2017.084268,NA,NA
2845,citedby,10.1016/j.fertnstert.2021.01.055,33823989,NA
2846,citedby,10.1016/j.ymeth.2020.09.002,32946974,NA
2847,citedby,10.3390/electronics11193196,NA,NA
2848,citedby,10.1016/j.neucom.2018.03.026,NA,NA
2849,citedby,10.1109/ACCESS.2018.2882138,NA,NA
2850,citedby,10.1007/978-1-4939-8868-6_1,30378067,NA
2851,citedby,NA,NA,NA
2852,citedby,10.1007/978-3-030-60802-6_35,NA,NA
2853,citedby,10.1093/bioinformatics/btaa913,33107905,NA
2854,citedby,10.1007/978-3-031-15743-1_36,NA,NA
2855,citedby,10.1016/j.jbi.2021.103688,33545331,NA
2856,citedby,10.1007/s12652-020-02136-2,NA,NA
2857,citedby,10.1038/s41562-018-0511-4,30944444,NA
2858,citedby,10.4018/IJSWIS.297141,NA,NA
2859,citedby,10.1007/978-981-13-3338-5_31,NA,NA
2860,citedby,10.1016/j.jtbi.2014.06.007,24931674,NA
2861,citedby,10.1016/j.compind.2015.07.005,NA,NA
2862,citedby,10.1007/978-3-319-42007-3_32,NA,NA
2863,citedby,10.1093/bib/bbaa157,34020541,NA
2864,citedby,10.1145/2676629.2676635,NA,NA
2865,citedby,10.1002/sam.11578,NA,NA
2866,citedby,10.1109/SMAP.2018.8501868,NA,NA
2867,citedby,10.1016/j.ajpath.2012.12.033,23395088,NA
2868,citedby,10.1109/CSGB51356.2020.9214706,NA,NA
2869,citedby,NA,NA,NA
2870,citedby,10.3233/978-1-61499-432-9-1125,25160364,NA
2871,citedby,10.4158/EP161688.PS,27967229,NA
2872,citedby,10.16476/j.pibb.2020.0376,NA,NA
2873,citedby,NA,NA,NA
2874,citedby,NA,NA,NA
2875,citedby,10.1145/3463677.3463750,NA,NA
2876,citedby,NA,NA,NA
2877,citedby,10.1200/CCI.17.00062,30652543,NA
2878,citedby,10.1007/978-3-030-26969-2_19,NA,NA
2879,citedby,10.1007/s00439-022-02434-z,35147782,NA
2880,citedby,10.1039/c3mb70496c,24448676,PMC3950334
2881,citedby,10.1007/s12539-017-0264-1,29094319,NA
2882,citedby,10.1016/j.future.2020.07.047,NA,NA
2883,citedby,10.3390/fi12110199,NA,NA
2884,citedby,10.1007/978-3-319-59650-1_4,NA,NA
2885,citedby,NA,NA,NA
2886,citedby,10.1145/3194658.3194680,NA,NA
2887,citedby,10.1016/j.artmed.2018.01.003,29433958,NA
2888,citedby,10.1109/TCBB.2019.2941475,31536013,NA
2889,citedby,10.1002/ijch.201200094,NA,NA
2890,citedby,10.1002/cphg.49,29044471,NA
2891,citedby,10.1002/0471142905.hg0924s79,24510652,NA
2892,citedby,10.1177/0309133314532001,NA,NA
2893,citedby,NA,NA,NA
2894,citedby,10.1016/j.gene.2012.09.118,23107762,NA
2895,citedby,10.1049/cje.2017.09.020,NA,NA
2896,citedby,10.1016/j.datak.2013.02.003,NA,NA
2897,citedby,10.1109/ICARC54489.2022.9754023,NA,NA
2898,citedby,10.1007/978-3-319-73830-7_27,NA,NA
2899,citedby,10.1016/j.cell.2020.02.044,32200800,NA
2900,citedby,10.3233/SW-190379,NA,NA
2901,citedby,10.1016/C2019-0-04920-5,NA,NA
2902,citedby,10.3389/fbinf.2022.893032,36304274,PMC9580844
2903,citedby,10.1016/j.gene.2017.03.015,28322996,NA
2904,citedby,10.1145/3107411.3107436,NA,NA
2905,citedby,10.1002/med.21847,34346083,NA
2906,citedby,10.1111/cea.13981,34213816,NA
2907,citedby,10.1016/j.inffus.2020.06.012,NA,NA
2908,citedby,10.12688/F1000RESEARCH.14810.1,NA,NA
2909,citedby,10.1109/BIBM.2017.8217794,NA,NA
2910,citedby,10.1109/ICCI54321.2022.9756070,NA,NA
2911,citedby,10.1109/BIBE50027.2020.00048,NA,NA
2912,citedby,10.1016/j.cmpb.2018.08.010,30337066,NA
2913,citedby,10.1109/CENIM51130.2020.9297991,NA,NA
2914,citedby,10.1007/978-3-030-10925-7_20,NA,NA
2915,citedby,10.1016/j.jbi.2019.103238,31301513,NA
2916,citedby,10.1049/cje.2019.05.007,NA,NA
2917,citedby,10.1007/s00335-015-9590-y,26215546,NA
2918,citedby,10.1016/j.websem.2021.100658,NA,NA
2919,citedby,10.4018/978-1-7998-1204-3.ch090,NA,NA
2920,citedby,10.5194/isprs-archives-XLIII-B2-2021-207-2021,NA,NA
2921,citedby,NA,27424424,NA
2922,citedby,10.4156/ijact.vol3.issue2.9,NA,NA
2923,citedby,NA,NA,NA
2924,citedby,10.1016/B978-0-12-809633-8.20397-X,NA,NA
2925,citedby,10.1016/B978-0-12-809633-8.20395-6,NA,NA
2926,citedby,10.1093/bib/bbz176,32043521,NA
2927,citedby,10.1093/bib/bbac006,35136949,NA
2928,citedby,10.1097/JBR.0000000000000051,NA,NA
2929,citedby,10.1109/JBHI.2022.3173558,35536818,NA
2930,citedby,10.1016/j.cmpb.2016.03.030,27265049,NA
2931,citedby,NA,NA,NA
2932,citedby,10.1016/j.websem.2019.01.002,NA,NA
2933,citedby,10.1016/j.neucom.2021.10.100,NA,NA
2934,citedby,NA,NA,NA
2935,citedby,NA,NA,NA
2936,citedby,NA,NA,NA
2937,citedby,10.1145/3091478.3091497,NA,NA
2938,citedby,NA,NA,NA
2939,citedby,10.1155/2019/5938035,NA,NA
2940,citedby,10.1109/CITS.2019.8862104,NA,NA
2941,citedby,10.1145/3348445.3348461,NA,NA
2942,citedby,NA,NA,NA
2943,citedby,10.1007/978-3-319-42706-5_15,NA,NA
2944,citedby,10.1145/3107411.3108236,NA,NA
2945,citedby,NA,NA,NA
2946,citedby,10.1200/CCI.18.00026,30652600,NA
2947,citedby,10.1038/s41592-019-0422-y,31110280,NA
2948,citedby,10.1002/humu.23665,30298955,NA
2949,citedby,NA,NA,NA
2950,citedby,10.1007/978-3-030-75018-3_21,NA,NA
2951,citedby,10.1109/BIBM.2017.8217678,NA,NA
2952,citedby,10.1109/CBMS.2019.00124,NA,NA
2953,citedby,10.1093/bioinformatics/btv145,25765347,NA
2954,citedby,NA,NA,NA
2955,citedby,10.26599/BDMA.2020.9020025,NA,NA
2956,citedby,NA,NA,NA
2957,citedby,NA,NA,NA
2958,citedby,10.1136/bmj.l886,30862612,NA
2959,citedby,10.1007/978-3-030-59612-5_14,NA,NA
2960,citedby,10.1007/978-3-030-51974-2_15,NA,NA
2961,citedby,10.1586/14789450.2014.900446,24720436,NA
2962,citedby,10.1007/978-3-319-21843-4_1,NA,NA
2963,citedby,10.1016/j.jmb.2022.167568,35662459,NA
2964,citedby,10.20396/RDBCI.V18I0.8657089,NA,NA
2965,citedby,10.1021/acs.est.9b00148,30865431,NA
2966,citedby,10.1093/nar/gkaa891,33068428,PMC7779006
2967,citedby,10.1093/bib/bbz047,31157880,NA
2968,citedby,10.1039/c3mb70366e,24194096,NA
2969,citedby,10.1109/CBMS.2019.00044,NA,NA
2970,citedby,10.1517/17460441.2016.1143460,26787137,NA
2971,citedby,10.1111/j.1742-4658.2012.08471.x,22221742,NA
2972,citedby,10.1016/j.drudis.2017.10.009,29055182,NA
2973,citedby,10.2174/0929867325666180530100332,29848268,NA
2974,citedby,10.1007/978-3-030-65390-3_31,NA,NA
2975,citedby,NA,NA,NA
2976,citedby,10.2174/138920111794480624,21133848,NA
2977,citedby,10.1038/nrg3253,22751426,NA
2978,citedby,10.1093/bib/bbx158,29194464,NA
2979,citedby,10.1109/SKG.2016.030,NA,NA
2980,citedby,10.1007/978-3-319-69904-2_26,NA,NA
2981,citedby,10.1093/bib/bbac253,35758241,NA
2982,citedby,10.1007/978-3-319-73830-7_28,NA,NA
2983,citedby,10.1007/s12539-017-0213-z,28290051,NA
2984,citedby,10.13229/j.cnki.jdxbgxb20170406,NA,NA
2985,citedby,10.3390/math9243262,NA,NA
2986,citedby,10.14569/IJACSA.2020.0111115,NA,NA
2987,citedby,10.1109/BIBM52615.2021.9669535,NA,NA
2988,citedby,NA,NA,NA
2989,citedby,10.1007/978-3-030-78428-7_18,NA,NA
2990,citedby,NA,NA,NA
2991,citedby,10.1007/978-3-030-13845-5_1,31183816,NA
2992,citedby,10.1145/3448016.3450578,NA,NA
2993,citedby,10.1093/bib/bby059,30016397,NA
2994,citedby,10.1093/bib/bby105,NA,NA
2995,citedby,10.1109/JBHI.2021.3100424,34314366,NA
2996,citedby,10.1016/j.bbapap.2020.140503,32707349,NA
2997,citedby,10.3233/SW-180363,NA,NA
2998,citedby,10.1007/978-3-030-72240-1_82,NA,NA
2999,citedby,10.1109/TCBB.2021.3058801,33571094,NA
3000,citedby,10.1007/978-3-030-77211-6_48,NA,NA
3001,citedby,10.1093/bioinformatics/btac205,35561182,PMC9113361
3002,citedby,10.1109/WIECON-ECE48653.2019.9019987,NA,NA
3003,citedby,10.7764/onomazein.49.01,NA,NA
3004,citedby,10.23919/FRUCT.2018.8468269,NA,NA
3005,citedby,10.4018/IJSWIS.2018070106,NA,NA
3006,citedby,NA,NA,NA
3007,citedby,NA,NA,NA
3008,citedby,10.4018/978-1-4666-8756-1.ch023,NA,NA
3009,citedby,10.4018/ijehmc.2014070105,NA,NA
3010,citedby,NA,NA,NA
3011,citedby,10.1108/LHT-05-2017-0100,NA,NA
3012,citedby,NA,NA,NA
3013,citedby,10.1039/c5ra01920f,NA,NA
3014,citedby,10.1016/j.eswa.2013.03.027,NA,NA
3015,citedby,NA,NA,NA
3016,citedby,10.1093/bib/bbab438,34643213,NA
3017,citedby,10.1093/bib/bby049,29939197,NA
3018,citedby,10.1089/omi.2012.0053,23692364,NA
3019,citedby,NA,NA,NA
3020,citedby,10.16476/j.pibb.2014.0140,NA,NA
3021,citedby,10.1016/j.artmed.2019.101745,31980087,NA
3022,citedby,NA,NA,NA
3023,citedby,10.1016/j.ymeth.2014.11.020,25484339,NA
3024,citedby,10.1093/bib/bbaa241,33064143,NA
3025,citedby,10.1109/BIBM.2016.7822765,NA,NA
3026,citedby,10.1016/j.envint.2021.106488,33714141,NA
3027,citedby,10.1007/978-1-4939-0847-9_15,24870141,NA
3028,citedby,10.1038/nmeth.4000,27684579,PMC5317181
3029,citedby,10.1109/SRII.2011.48,NA,NA
3030,citedby,10.1007/s10441-018-9325-z,29700660,NA
3031,citedby,10.1093/bioinformatics/btz182,30865257,NA
3032,citedby,10.1016/j.drudis.2022.01.013,35104621,NA
3033,citedby,10.32473/flairs.v35i.130653,NA,NA
3034,citedby,10.32604/cmc.2019.05536,NA,NA
3035,citedby,10.1016/j.artmed.2014.11.003,25704113,NA
3036,citedby,10.1145/3077584.3077586,NA,NA
3037,citedby,10.1093/bioinformatics/btu089,24554629,NA
3038,citedby,10.1007/978-3-031-17105-5_11,NA,NA
3039,citedby,10.1007/s10708-022-10777-3,36320661,PMC9612622
3040,citedby,10.1016/j.jbi.2021.103692,33548543,NA
3041,citedby,10.1109/BIBM47256.2019.8983024,NA,NA
3042,citedby,10.1080/1354750X.2020.1727015,32063068,NA
3043,citedby,10.1109/CBMS49503.2020.00015,NA,NA
3044,citedby,10.1016/j.jaci.2017.12.1006,29486229,NA
3045,citedby,10.1109/BIBM52615.2021.9669517,NA,NA
3046,citedby,10.3233/AO-210260,NA,NA
3047,citedby,10.3727/154427221X16245632411944,NA,NA
3048,citedby,10.1504/IJDMB.2020.112856,NA,NA
3049,citedby,10.1145/3148011.3148028,NA,NA
3050,citedby,NA,NA,NA
3051,citedby,10.1109/SMC.2019.8914644,NA,NA
3052,citedby,10.1007/s12553-016-0155-1,NA,NA
3053,citedby,10.1109/BIBM52615.2021.9669329,NA,NA
3054,citedby,10.1016/j.eswa.2021.115749,NA,NA
3055,citedby,NA,NA,NA
3056,citedby,10.1038/s41586-020-2461-z,32641833,NA
3057,citedby,10.1080/08839514.2014.962281,NA,NA
3058,citedby,NA,NA,NA
3059,citedby,10.1016/j.jbi.2011.11.017,22166490,NA
3060,citedby,10.1089/omi.2015.0151,26575978,NA
3061,citedby,10.1109/IRI54793.2022.00058,NA,NA
3062,citedby,10.1109/BIBM.2017.8217726,NA,NA
3063,citedby,10.1007/s10741-022-10262-6,35867287,NA
3064,citedby,10.1016/j.jprot.2016.04.033,27130534,NA
3065,citedby,NA,NA,NA
3066,citedby,10.1002/wcms.1408,NA,NA
3067,citedby,10.1109/BigData47090.2019.9006469,NA,NA
3068,citedby,10.1007/978-3-319-18818-8_40,NA,NA
3069,citedby,10.1093/bioinformatics/btz807,NA,NA
3070,citedby,10.1142/S0219720018400188,30419786,NA
3071,citedby,10.1016/B978-0-323-89775-4.00015-8,NA,NA
3072,citedby,10.1016/B978-0-12-809633-8.20406-8,NA,NA
3073,citedby,10.1017/S1471068413000598,NA,NA
3074,citedby,NA,NA,NA
3075,citedby,10.14419/ijet.v7i4.16893,NA,NA
3076,citedby,NA,NA,NA
3077,citedby,10.1016/j.plantsci.2021.110900,33902859,NA
3078,citedby,10.1109/JBHI.2019.2896144,30714937,NA
3079,citedby,10.1016/j.celrep.2017.01.003,28122246,NA
3080,citedby,10.1109/TCBB.2014.2326862,26357077,NA
3081,citedby,10.1016/B978-0-12-819475-1.00107-3,NA,NA
3082,citedby,10.3109/1061186X.2012.736998,23130662,NA
3083,citedby,10.1021/acs.jproteome.8b00766,30574787,NA
3084,citedby,10.1016/j.jocs.2015.04.017,NA,NA
3085,citedby,10.1145/3107411.3107417,NA,NA
3086,citedby,10.1109/TCBB.2021.3070910,33819159,NA
3087,citedby,10.1093/bib/bbab340,34471921,NA
3088,citedby,10.1038/s41551-022-00942-x,36316368,NA
3089,citedby,10.1016/j.softx.2020.100526,NA,NA
3090,citedby,10.1016/j.jmb.2019.02.027,30851278,NA
3091,citedby,10.1561/1800000019,NA,NA
3092,citedby,10.1093/bioinformatics/btab485,NA,NA
3093,citedby,10.1016/j.ipm.2020.102324,NA,NA
3094,citedby,10.1093/bib/bbv085,26433013,NA
3095,citedby,10.1109/EMBC.2018.8513325,30441248,NA
3096,citedby,10.1016/j.ipm.2020.102225,NA,NA
3097,citedby,10.2174/1570164614666171031154904,NA,NA
3098,citedby,10.1038/nrg3932,26553330,NA
3099,citedby,10.1016/j.ijheh.2021.113768,34034040,PMC8205973
3100,citedby,10.1109/TCBB.2017.2774802,29990107,NA
3101,citedby,10.1147/JRD.2018.2888975,NA,NA
3102,citedby,10.1075/term.00015.tho,NA,NA
3103,citedby,10.1109/CBMS49503.2020.00049,NA,NA
3104,citedby,NA,NA,NA
3105,citedby,10.1093/bioinformatics/btab334,NA,NA
3106,citedby,10.1093/bib/bbz057,31197324,NA
3107,citedby,10.1093/bib/bbac224,35679537,NA
3108,citedby,10.1016/j.wneu.2022.06.138,35798291,NA
3109,citedby,10.1007/s12539-022-00511-5,35391615,NA
3110,citedby,10.1145/3473258.3473273,NA,NA
3111,citedby,10.1093/bib/bbac104,35325038,NA
3112,citedby,10.3969/j.issn.1674-8115.2021.03.006,NA,NA
3113,citedby,10.1016/j.archoralbio.2017.02.013,28237528,NA
3114,citedby,10.1016/j.jbi.2017.09.006,28927989,NA
3115,citedby,10.1093/bioinformatics/btab815,NA,NA
3116,citedby,10.1109/BIBM.2018.8621318,NA,NA
3117,citedby,10.1109/BIBM47256.2019.8983295,NA,NA
3118,citedby,10.1109/BIBM.2017.8217915,NA,NA
3119,citedby,10.1007/978-1-4939-7717-8_12,29536445,NA
3120,citedby,10.1145/3156346.3156353,NA,NA
3121,citedby,10.20309/jdis.201612,NA,NA
3122,citedby,NA,NA,NA
3123,citedby,NA,NA,NA
3124,citedby,10.1109/TCBB.2019.2936476,31443046,NA
3125,citedby,10.1016/j.compbiomed.2022.105605,35594681,NA
3126,citedby,10.1109/TCBB.2020.2964221,31905146,NA
3127,citedby,10.1016/B978-0-12-374279-7.06004-5,NA,NA
3128,citedby,10.1007/978-1-4939-6783-4_8,28150238,NA
3129,citedby,10.1109/BIBM.2015.7359734,NA,NA
3130,citedby,10.1007/978-3-030-88262-4_5,NA,NA
3131,citedby,10.1145/2649387.2649426,NA,NA
3132,citedby,10.1109/TCBB.2015.2495170,26529776,NA
3133,citedby,10.1002/ajmg.b.32727,31025483,NA
3134,citedby,10.1016/B978-0-12-816125-8.00024-9,NA,NA
3135,citedby,10.1038/nmeth.3178,25402006,NA
3136,citedby,10.1002/bimj.201300035,24430933,NA
3137,citedby,10.4018/978-1-4666-3604-0.ch045,NA,NA
3138,citedby,10.4018/978-1-60960-625-1.ch008,NA,NA
3139,citedby,10.1109/BIBM.2016.7822487,NA,NA
3140,citedby,10.1109/ACCESS.2019.2957812,NA,NA
3141,citedby,10.1142/S0219720019500203,31617466,NA
3142,citedby,10.1007/s40291-020-00499-y,33156515,NA
3143,citedby,10.1007/s11684-013-0256-4,23681888,NA
3144,citedby,10.1002/jcb.29273,31271223,NA
3145,citedby,10.1016/j.jbi.2020.103482,32535270,NA
3146,citedby,10.2174/1386207324666210816122629,34397328,NA
3147,citedby,NA,NA,NA
3148,citedby,10.1007/978-3-319-66939-7_1,NA,NA
3149,citedby,10.1007/978-1-4939-3743-1_20,27812950,NA
3150,citedby,10.1109/EMBC46164.2021.9630114,34891682,NA
3151,citedby,10.1007/978-3-319-43949-5_4,NA,NA
3152,citedby,NA,NA,NA
3153,citedby,10.1007/7651_2017_94,29147916,NA
3154,citedby,10.1016/j.bbadis.2017.02.001,28167232,NA
3155,citedby,10.1109/BIBM.2018.8621193,NA,NA
3156,citedby,10.1109/ROEDUNET.2019.8909606,NA,NA
3157,citedby,NA,NA,NA
3158,citedby,10.1007/s00354-019-00074-y,NA,NA
3159,citedby,10.1109/CVPR.2015.7298712,NA,NA
3160,citedby,NA,NA,NA
3161,citedby,10.1007/978-3-319-42999-1_17,NA,NA
3162,citedby,NA,24442985,NA
3163,citedby,10.1007/978-3-319-04138-4_1,NA,NA
3164,citedby,10.1109/WETICE.2018.00035,NA,NA
3165,citedby,10.1016/j.compbiolchem.2020.107361,32916452,NA
3166,citedby,10.1093/bib/bbaa058,32393982,NA
3167,citedby,10.1089/cmb.2020.0626,33826865,NA
3168,citedby,10.1007/978-3-030-57821-3_5,NA,NA
3169,citedby,10.15439/2020F36,NA,NA
3170,citedby,10.1007/978-3-030-00668-6_14,NA,NA
3171,citedby,10.1016/j.eswa.2021.115065,NA,NA
3172,citedby,10.1145/1882992.1883098,NA,NA
3173,citedby,10.3844/ajbbsp.2021.76.84,NA,NA
3174,citedby,NA,NA,NA
3175,citedby,10.1016/j.drudis.2017.03.009,28363518,NA
3176,citedby,NA,NA,NA
3177,citedby,NA,NA,NA
3178,citedby,10.1007/s00204-019-02641-0,31897520,NA
3179,citedby,10.3233/978-1-61499-753-5-131,28423769,NA
3180,citedby,10.1527/tjsai.29.396,NA,NA
3181,citedby,10.1007/s10916-012-9890-7,23149630,NA
3182,citedby,10.1039/c7mb00020k,NA,NA
3183,citedby,10.1093/bioinformatics/btu383,24939151,NA
3184,citedby,10.2217/bmm-2021-0280,34651513,NA
3185,citedby,10.1109/CISIS.2011.35,NA,NA
3186,citedby,10.1109/BIBE.2015.7367724,NA,NA
3187,citedby,10.1002/0471250953.bi0124s47,25199789,NA
3188,citedby,NA,NA,NA
3189,citedby,10.1038/s41587-019-0375-9,31894142,NA
3190,citedby,10.1017/S0269888920000132,NA,NA
3191,citedby,10.1093/bioinformatics/btx794,29228285,NA
3192,citedby,10.1109/JBHI.2022.3156166,35254998,NA
3193,citedby,10.1038/s41576-019-0200-9,31913361,NA
3194,citedby,10.1145/2492517.2500331,NA,NA
3195,citedby,10.1109/BIBM49941.2020.9313204,NA,NA
3196,citedby,10.1016/j.molmed.2021.12.002,35000835,NA
3197,citedby,10.3390/en14072024,NA,NA
3198,citedby,10.1016/j.compind.2018.03.032,NA,NA
3199,citedby,10.1007/7651_2015_238,26069024,NA
3200,citedby,10.1007/978-3-642-35855-5_9,NA,NA
3201,citedby,10.1145/2808719.2808733,NA,NA
3202,citedby,10.1007/s00204-016-1815-7,27557899,NA
3203,citedby,10.3892/mmr.2017.6479,28440443,NA
3204,citedby,10.1089/omi.2017.0023,28388300,NA
3205,citedby,10.1109/BIBM47256.2019.8983022,NA,NA
3206,citedby,10.1109/ISB.2013.6623786,NA,NA
3207,citedby,10.1016/j.future.2020.04.025,NA,NA
3208,citedby,10.3233/CBM-210173,35213356,NA
3209,citedby,10.1109/BIBM49941.2020.9313407,NA,NA
3210,citedby,10.1016/B978-0-12-420196-5.00006-X,NA,NA
3211,citedby,10.1093/bib/bbaa271,33126250,NA
3212,citedby,10.1109/TCC.2016.2570757,NA,NA
3213,citedby,10.1093/glycob/cwac046,35925813,PMC9487899
3214,citedby,10.3785/j.issn.1008-973X.2018.10.023,NA,NA
3215,citedby,10.1007/978-3-030-14132-5_21,NA,NA
3216,citedby,10.1093/bib/bbt063,24067932,NA
3217,citedby,10.1007/978-3-319-67834-4_1,NA,NA
3218,citedby,10.1109/ICHI.2013.47,NA,NA
3219,citedby,10.1007/978-1-4939-7737-6_7,29761459,NA
3220,citedby,10.1016/j.biosystems.2020.104292,33221377,NA
3221,citedby,10.1088/1755-1315/655/1/012018,NA,NA
3222,citedby,10.1039/c9mo00092e,31686064,NA
3223,citedby,10.1016/j.jmb.2020.166727,33275967,NA
3224,citedby,10.1038/s43588-022-00199-z,NA,NA
3225,citedby,10.1093/bib/bbz089,31711128,NA
3226,citedby,10.1093/bib/bby117,NA,NA
3227,citedby,10.1007/s00439-012-1206-y,22825316,NA
3228,citedby,10.1007/978-94-007-4330-4_9,NA,NA
3229,citedby,10.1016/j.compbiolchem.2015.08.010,26611766,NA
3230,citedby,10.1007/978-1-4939-7015-5_14,28451980,NA
3231,citedby,10.1109/BIBM49941.2020.9313152,NA,NA
3232,citedby,10.1021/acs.chemrestox.0c00311,33338378,NA
3233,citedby,10.1109/TCBB.2017.2715842,28641268,NA
3234,citedby,NA,NA,NA
3235,citedby,NA,NA,NA
3236,citedby,10.1007/978-3-030-95711-7_28,NA,NA
3237,citedby,10.1177/1550147719847112,NA,NA
3238,citedby,10.1002/minf.201900112,31622036,NA
3239,citedby,10.1109/JBHI.2015.2496424,26540721,NA
3240,citedby,NA,NA,NA
3241,citedby,10.1093/bib/bbac247,35753693,NA
3242,citedby,10.1007/978-3-030-20454-9_58,NA,NA
3243,citedby,NA,NA,NA
3244,citedby,10.1007/978-3-642-37996-3_3,NA,NA
3245,citedby,10.1109/AICCSA.2017.182,NA,NA
3246,citedby,10.1109/ACCESS.2020.3022763,NA,NA
3247,citedby,10.1002/asi.23900,NA,NA
3248,citedby,10.2174/1568026611313050003,23548021,NA
3249,citedby,10.2174/138161210792389199,20642429,NA
3250,citedby,10.1108/EC-03-2017-0073,NA,NA
3251,citedby,10.1016/j.proeng.2012.06.375,NA,NA
3252,citedby,10.1109/HealthCom.2017.8210824,NA,NA
3253,citedby,10.1109/ICTS52701.2021.9608825,NA,NA
3254,citedby,10.1007/978-3-030-54956-5_9,NA,NA
3255,citedby,10.4018/IJSWIS.2018070101,NA,NA
3256,citedby,10.4018/978-1-5225-8054-6.ch032,NA,NA
3257,citedby,10.1109/CompComm.2016.7924818,NA,NA
3258,citedby,10.1109/CITSM47753.2019.8965328,NA,NA
3259,citedby,NA,NA,NA
3260,citedby,10.1109/BIBM52615.2021.9669507,NA,NA
3261,citedby,10.1016/B978-0-12-809633-8.20400-7,NA,NA
3262,citedby,10.1016/j.jbi.2022.104235,36283581,NA
3263,citedby,10.3390/app12010143,NA,NA
3264,citedby,10.1007/978-3-319-94289-6_4,NA,NA
3265,citedby,10.3390/computers10100128,NA,NA
3266,citedby,10.1504/IJMSO.2011.042488,NA,NA
3267,citedby,10.1109/SII52469.2022.9708601,NA,NA
3268,citedby,10.1142/S021962202150053X,NA,NA
3269,citedby,NA,NA,NA
3270,citedby,10.24920/003701,NA,NA
3271,citedby,10.1093/bioinformatics/bty933,30407490,NA
3272,citedby,10.1093/bib/bbw078,27580620,NA
3273,citedby,10.1109/TCBB.2021.3059807,33591920,NA
3274,citedby,10.1109/TCBB.2021.3076422,33909569,NA
3275,citedby,10.1007/978-3-030-48340-1_42,NA,NA
3276,citedby,10.1109/JBHI.2018.2830806,29993756,NA
3277,citedby,10.1007/10104_2014_22,NA,NA
3278,citedby,10.1007/978-1-0716-1839-4_10,34902127,NA
3279,citedby,10.1109/ACCESS.2020.3019577,NA,NA
3280,citedby,10.3233/SW-222994,NA,NA
3281,citedby,10.1109/TCBB.2016.2550443,27076462,NA
3282,citedby,10.1007/978-3-319-68204-4_23,NA,NA
3283,citedby,10.1016/B978-0-12-801577-3.00003-4,NA,NA
3284,citedby,10.1111/cge.13471,30417324,NA
3285,citedby,10.1007/s00392-019-01480-4,31062082,NA
3286,citedby,10.3934/MBE.2020227,32987570,NA
3287,citedby,10.5220/0006492201610168,NA,NA
3288,citedby,10.1111/nyas.13271,27750378,NA
3289,citedby,10.1109/SKG.2015.43,NA,NA
3290,citedby,10.1016/j.tips.2016.06.010,27461952,NA
3291,citedby,10.3109/1061186X.2011.568062,21780947,NA
3292,citedby,10.1109/BIBM.2016.7822659,NA,NA
3293,citedby,10.1007/978-3-030-59491-6_36,NA,NA
3294,citedby,10.1109/BIBM.2018.8621229,NA,NA
3295,citedby,10.1016/j.ins.2021.04.073,NA,NA
3296,citedby,10.1145/3386052.3386056,NA,NA
3297,citedby,10.1155/2020/9342640,NA,NA
3298,citedby,10.1109/TCBB.2016.2586190,27392365,NA
3299,citedby,10.1109/BIBM.2015.7359678,NA,NA
3300,citedby,10.1109/BIBM.2016.7822535,NA,NA
3301,citedby,10.1109/MECO.2016.7525777,NA,NA
3302,citedby,10.1360/SSI-2019-0142,NA,NA
3303,citedby,10.1109/ICSCAN.2019.8878831,NA,NA
3304,citedby,10.1016/j.knosys.2020.106694,NA,NA
3305,citedby,10.1007/978-3-319-60483-1_47,NA,NA
3306,citedby,10.1007/978-1-4939-3743-1_1,27812931,NA
3307,citedby,10.1016/j.ygeno.2018.03.014,29627504,NA
3308,citedby,10.1109/BigData52589.2021.9672036,NA,NA
3309,citedby,NA,NA,NA
3310,citedby,10.1504/IJCBDD.2009.030113,20090160,NA
3311,citedby,10.2174/1381612822666161021162727,27774896,NA
3312,citedby,10.1111/febs.12155,23350563,NA
